00:28:39,183.3172
00:28:44,179.3772
00:28:49,175.7691
00:28:54,171.8501
00:28:59,167.7976
00:29:04,164.6298
00:29:09,168.9524
00:29:14,173.7812
00:29:19,170.5146
00:29:24,174.8934
00:29:29,171.0683
00:29:34,167.258
00:29:39,171.8777
00:29:44,168.3736
00:29:49,173.0359
00:29:54,169.03
00:29:59,165.776
00:30:04,170.628
00:30:09,175.8153
00:30:14,172.3966
00:30:19,168.2124
00:30:24,173.3078
00:30:29,169.8935
00:30:34,174.9325
00:30:39,171.2352
00:30:44,167.9017
00:30:49,173.1856
00:30:54,169.1062
00:30:59,165.1211
00:31:04,162.0742
00:31:09,158.2079
00:31:14,162.6878
00:31:19,167.6486
00:31:24,164.3168
00:31:29,160.7168
00:31:34,165.401
00:31:39,162.0646
00:31:44,167.0603
00:31:49,163.0442
00:31:54,167.7597
00:31:59,172.321
00:32:04,177.3754
00:32:09,182.5388
00:32:14,178.6651
00:32:19,183.2625
00:32:24,179.6828
00:32:29,185.1201
00:32:34,190.6996
00:32:39,186.6534
00:32:44,183.0271
00:32:49,179.5272
00:32:54,184.9776
00:32:59,180.8311
00:33:04,176.8002
00:33:09,182.269
00:33:14,187.9031
00:33:19,184.1512
00:33:24,180.4826
00:33:29,176.6308
00:33:34,182.0284
00:33:39,178.1883
00:33:44,174.1411
00:33:49,170.8733
00:33:54,166.8896
00:33:59,162.8446
00:34:04,159.5862
00:34:09,156.0646
00:34:14,160.4076
00:34:19,157.162
00:34:24,153.5823
00:34:29,150.2987
00:34:34,146.9812
00:34:39,144.1005
00:34:44,141.4738
