00:28:39,95.52
00:28:44,94.1731
00:28:49,92.1196
00:28:54,94.5466
00:28:59,97.2364
00:29:04,100.4847
00:29:09,99.0528
00:29:14,101.858
00:29:19,105.4486
00:29:24,103.208
00:29:29,101.5539
00:29:34,105.0757
00:29:39,108.2095
00:29:44,111.4671
00:29:49,109.0295
00:29:54,106.9002
00:29:59,104.3608
00:30:04,102.2603
00:30:09,100.5913
00:30:14,103.8658
00:30:19,101.5668
00:30:24,104.6593
00:30:29,107.8306
00:30:34,105.427
00:30:39,108.5049
00:30:44,106.6903
00:30:49,104.1544
00:30:54,101.939
00:30:59,99.6048
00:31:04,97.8473
00:31:09,95.7722
00:31:14,94.0845
00:31:19,92.0255
00:31:24,95.339
00:31:29,93.7761
00:31:34,91.5725
00:31:39,90.2756
00:31:44,89.0475
00:31:49,91.7466
00:31:54,89.7046
00:31:59,87.877
00:32:04,86.0079
00:32:09,88.9989
00:32:14,87.8132
00:32:19,90.2887
00:32:24,88.6736
00:32:29,87.3117
00:32:34,85.8342
00:32:39,84.0957
00:32:44,86.7061
00:32:49,85.1693
00:32:54,83.3026
00:32:59,81.9961
00:33:04,85.1096
00:33:09,83.3309
00:33:14,86.2443
00:33:19,88.7245
00:33:24,91.7281
00:33:29,95.0434
00:33:34,93.514
00:33:39,91.6506
00:33:44,94.8457
00:33:49,92.8596
00:33:54,90.6464
00:33:59,88.9433
00:34:04,86.831
00:34:09,89.9355
00:34:14,88.0472
00:34:19,91.1341
00:34:24,94.0024
00:34:29,91.9607
00:34:34,95.0281
00:34:39,92.8003
00:34:44,95.9359
